id,title,default_price,default_unite
1954,CORNIER SIMILI RAYE DOS 10 CM 33*25 NOIR/BLEU SANS COUVERCLE ,25,U - Unité
1955,CORNIER SIMILI RAYE DOS 4 CM 33*25 BLEU MARIN SANS COUVERCLE LOT,21.25,U - Unité
1956,"BRIDE MANCHONE 1""1/2 DN 40 AVEC BOULONS ET JOINTS",120,U - Unité
1957,"BRIDE CAUDE 1""1/2 ET MONCHONE EN 0.5 AVEC BOULONS ET JOINTS",170,U - Unité
1958,POMPE DE TRAITEMENT EOSYTO ET 30A,800,U - Unité
1959,MOTEUR ELECTRIQUE JINLONG 04 CV 1500tr/min,800,U - Unité
1960,POLIE A GORGE A2 100,100,U - Unité
1961,COURROIE TRAPEZOIDALE A094,50,U - Unité
1962,TUYAUX JAUNE D8.50 EN METRES,5,M-Mètre
1963,LANCE ROBIN,100,U - Unité
1964,Ajout de Verre,1500,ENS
1965,"Fourniture et fabrication d'un gabarit cylindrique en acier noir : compris: cornière 40, UPN40, Tole 20/10, Tige filté D14, Dimension: L=3500 h=1000mm",9112.5,U - Unité
1966,VERRE FLOAT CLAIR 6MM (91 Pièces ),70.8333,U - Unité
1967,VERRE FLOAT CLAIR 6MM + SABLAGE AVEC LOGO ET STRIES (90 Pièces),150,U - Unité
1968,VERRE FLOAT CLAIR 6MM DEPOLI (66 Pièces),112.5,U - Unité
1969,VERRE FUME BRONZE 5.3MM (31 Pièces ),75,U - Unité
1970,VERRE FLOAT CLAIR 6MM + SABLAGE AVEC LOGO ET STRIES ( 9 Pièces) ,150,U - Unité
1971,VERRE FLOAT BRONZE 5.3MM (6 Pièces),75,U - Unité
1972,VERRE STADIP 441 CLAIR HG,316.667,U - Unité
1973,VERRE STADIP 441 CLAIR ,208.333,U - Unité
1974,SPIRAX 140 - 1L,51.11,L - Litre
1975,"BARD'HAL ",20.83,U - Unité
1976,HUILE 140 2L,70.8,U - Unité
1977,HUILE 68 20L,541.67,U - Unité
1978,TUBE CARRE 50X50X3 LONG 6M  2.4 (tube carre 50/50/3 sitamar),225,BARRE
1979,ASSURANCE KASSI ,593.7,ANNEE
1980,CIMENT BLANCHE 40 KG,2.5,Kg - Kilogramme
1981,TANDEURE SAROUT 10,5,U - Unité
1982,RECEVEUR DE DOUCHE ,0,
1983,RECEVEUR DE DOUCHE ROCA 70CM,358.33,U - Unité
1984,SIPHON DE RECEVEUR DE DOUCHE ,41.6667,U - Unité
1985,SIPHON WC NOIR (p.m),16.6667,Unité
1986,COUDE 1/8 PVC 100,7.5,Unité
1987,COUDE 1/8 CPVC 40,31.67,U - Unité
1988,BAGUETTE SOUDEUR 3.5,100,PAQUET
1989,COLIES PIC 63    3/4,16.67,Unité
1990,BODY,90,U - Unité
1991,KIT VERIN,380,U - Unité
1992,HUILE HYDR,30,L - Litre
1993,HUILE MOTOR,166.67,L - Litre
1994,FILTRE HYFRAULIQUE,325,U - Unité
1995,NECESSAIRE VERIN,210,U - Unité
1996,TIGE DE VERIN,1100,U - Unité
1997,ECROU VERIN ,400,U - Unité
1998, LAVAGE ET GRAISSAGE ,500,U - Unité
1999,MAIN D’ŒUVRE,150,Unité
2000,RÉDUCTEUR COMPLET  ,3800,U - Unité
2001,ROULEMENT + CAGE,540,U - Unité
2002,PIGNON,838,U - Unité
2003,COURROIE 8PK,325,U - Unité
2004,FILTRE HYDRAULIQUE JCB,392,U - Unité
2005,FILTRE B.V JCB,205,U - Unité
2006,FILTRE A HUILE JCB,190,U - Unité
2007,FILTRE A GAZ ,230,U - Unité
2008,FILTRE A GAZ SÉPARATEUR ,310,Unité
2009,BOUBINE ÉLECTROVANNE CRAPOTAGE ,1430,U - Unité
2010,JAUGE HYDROLIQUE ,120,U - Unité
2011,manomètre huile,50,U - Unité
2012,AXE GOUDIE ,420,U - Unité
2013,GRAISSEUR ,6,U - Unité
2014,RACCORD DE GRAISSE ,60,U - Unité
2015,BAGUE DE GOUDIE,100,U - Unité
2016,RECTIFICATION DE VERIN,120,U - Unité
2017,FLEXIBLE 5/8,160,U - Unité
2018,TUYAU DE GAZOIL,56,U - Unité
2019,FILTRE A AIR EXT JCB,390,U - Unité
2020,FILTRE A AIR INT JCB,195,U - Unité
2021,CONTACT DÉMARRAGE ,280,U - Unité
2022,HUILE B.V,42,L - Litre
2023,HUILE PONT AR,43,L - Litre
2024,FOURNITURE ELECTRIQUE,150,ENS
2025,"ARRËT D'HUILE ",450,U - Unité
2026,TARAGE POMPE INJECTION ET LES INJECTEURS ,1300,ENS
2027,DÉBAUCHAGE RADIATEUR,250,ENS
2028,CÂBLE 4X2.5 SOUPLE INGELEC,8.75,M-Mètre
2029,Situation au 25/07/2020 Taratine,329.01, F-FORFAIT
2030,"TRAVAUX D'ELECTRICITE DU 4éme TRANCHE ",12000, F-FORFAIT
2031,REGARD 75X75 DOUBLE TRAPE ,270,U - Unité
2032,REGARD 40X40 UNE TAPE,190,U - Unité
2033,TRAVAUX DE CARRELAGE DU 4éme TRANCHE,52000, F-FORFAIT
2034,AJOUT DE 0.01 DH,0.01,DH (dirhams)
2035,+ 0.20 CTS,0.2,DH (dirhams)
2036,TOLE 3m X 1m/15 GALVANISE,0,
2037,TOLE 3M X 0.75/15 GALVANISE,375,U - Unité
2038,FER A U 50 GALVANISE,300,BARRE
2039,FER PLAT 30/5 GALVANISE,100,BARRE
2040,FER PLAT 40/5 GALVANISE ,175,BARRE
2041,POIGNET RESSORT,62.5,U - Unité
2042,CORNIÈRE 40 GALVANISE,133.33,BARRE
2043,TUBE RECTANGULAIRE 70X40/2 GALVANISE,325,BARRE
2044,PAUMELLE 120/16 GALVANISE,7.5,U - Unité
2045,SERRURE ENCASTRE,75,U - Unité
2046,SABLE 20M (2446-B-33),3800,Voyage
2047,GRAVETTE 20M (2446-B-33),1300,M-Mètre
2048,GRAVETTE 8*4 (2446-B-33),1300,U - Unité
2049,REMBLAIS 20M(2446-B-33),350,M-Mètre
2050,REMBLAIS 25M (83991-A-33),350,M-Mètre
2051,LOCA-ENGIN ( chargeur kh),350,Heure
2052,LOCA-ENGIN (P.case),300,H - Heure
2053,REMBLAIS 20M (2446-B-33),350,M-Mètre
2054,PORTCHAR P. CHENILLE B ALLER,700,ENS
2055,LOCA-ENGIN (P.chenille B),350,H - Heure
2056,REMBLAIS ENTRE 20M (2446-B-33),350,M-Mètre
2057,PAPIER COLLE (scotch peinture),8.33333,Unité
2058,INTERRUPTEUR ÉTANCHE DOUBLE LAP GRIS ENCASTRE ,30,U - Unité
2059,BOUTON POUSSOIR ÉTANCHE ENCASTRE LAP GRIS ,32.5,U - Unité
2060,LAMPE B22 LUMIÈRE BLANCHE LED,12.5,U - Unité
2061,TABLEAU HAGER 54 MODULES VF 318 543/460,320,U - Unité
2062,FUSIBLE BIPOLAIRE 16A HAGER,37.5,U - Unité
2063,EXTRACTEUR 100 Ø MARQUE KETA,90,U - Unité
2064,MANCHON 2.5mm² BLEU,0.45,U - Unité
2065,MANCHON 2.5mm² ROUGE,0.375,U - Unité
2066,MANCHON 4mm² BLEU,0.75,U - Unité
2067,MANCHON 4mm² ROUGE,0.75,U - Unité
2068,SCOTCHE NOIR (scotch 3m noir 19x20 temflex),6,U - Unité
2069,CÂBLE 3X2.5 SOUPLE NOIR,7.7,M-Mètre
2070,SPOT ETANCHE (BLC MAINHOUS),25,U - Unité
2071,DOUILLE GU 10,2.8,Unité
2072,SPOT PANEL 18W,48,Unité
2073,FER ROND 16,112.5,BARRE
2074,TUBE CARRE 40X40/1.70,216.67,BARRE
2075,FER PLAT 20/4,50,BARRE
2076,TUBE RECTANGULAIRE 40X20/1.10,75,BARRE
2077,TUBE ROND 33x2.00,141.67,BARRE
2078,POULIE TENDEUR PLAT JCB 3CX 4CX,141.67,U - Unité
2080,Gazoil,2000,ENS
2081,PRIMARY AIR FILTRE N22-1,183.33,U - Unité
2082,FILTRE AIR N22-1-I,116.67,U - Unité
2083,PREFILTRE S/PIP,100,U - Unité
2084,"BOULON FERMEURE COUVERCLE REDUCTEUR 3/4""14-PTF",33.33,U - Unité
2085,VISITE TECHNIQUE 85501-A-33,309.17,ANNEE
2086,VISITE TECHNIQUE 88003-A-33,309.11,ANNEE
2087,TOLE 3M X 0.88/15 GALVANISE,500,U - Unité
2088,GRAVETTE G1,60,M3 - Métre Cube
2089,GRAVETTE G2,60,M3 - Métre Cube
2090,CORNIÈRE 40 NOIR,0,
2091,FER PLAT 40X03,0,
2092,FER A U 50/2,0,
2093,FER PLAT 30/3,11.25,Kg - Kilogramme
2094,TUBE RECTANGULAIRE 70X40/2,266.667,BARRE
2095,TUBE RECTANGULAIRE 70X40/1.3,0,
2096,TUBE CARRE 40X40/1.1,0,
2097,TUBE ROND 20,0,
2098,TUBE ROND 25,50,ML
2099,cornière galvanisé 40x40x2.20,95.83,BARRE
2100,fer plat 40x03 galvanisé ,75,BARRE
2101,U A C galvanisé 50x25,300,BARRE
2102,fer plat 30x04 galvanisé ,66.67,BARRE
2103,tube rectangulaire galvanisé 70x40x1.70,18.33,KG
2104,tube rectangulaire galvanisé 70x40x1.30,170.83,BARRE
2105,tube carré galvanisé 40x40x1.10,112.5,BARRE
2106,fer plat 20x04 galvanisé,50,BARRE
2107,tube rond galvanisé diam 25x1.70,79.17,BARRE
2108,fer rond galvanisé diam 20x1.20,58.33,BARRE
2109,fer rond serr galvanisé diam 16,112.5,BARRE
2110,paumelle TM 120x16 NOIR,7.5,U - Unité
2111,Serrure F33S/AB GC spécial MM8-75+canon,75.83,U - Unité
2112,2BTC 50X50X1.6,141.67,U - Unité
2113,CUISINE EN DORADO,433.33,M2 - Métre Carré
2114,CUISINE EN ROSE PORINO,375,M2 - Métre Carré
2115,PAPIER CLIPS 28mm COULEUR,5.83,U - Unité
2116,BOITE ATTACHES 25mm KOORES/BOOST STAR,5,U - Unité
2117,BOITE ATTACHE N50mm,6.67,U - Unité
2118,TOLLE RIDELLE 2.5*88*15/10 GALVA,500,U - Unité
2119,TOLLE RIDELLE 2.5*62*15/10 GALVA,375,U - Unité
2120,ENERGIZER AA 3+1 E91 MAX,17.42,U - Unité
2121,ENERGIZER AAA 3+1 E92 MAX,17.42,U - Unité
2122,SPRAY PAINT ABRO WHITE,26.58,U - Unité
2123,Sliman (Maval),90686.6,ENS
2124,POTEAUX HAWARA,600.12, F-FORFAIT
2125,Dépannage,5000,Heure
2127,TRANSPORT JCB,5000,Heure
2128,FACTURE C0003902,199134,ENS
2129,FACTURE 3907,230408,ENS
2130,RENIFLEURD D AIR GM 101MM,166.67,U - Unité
2131,CPVC 40,58.33,M-Mètre
2132,TEE CPVC 40,40,U - Unité
2133,BOUCHON CPVC 40,29.17,U - Unité
2134,COUDE 1/4  CPVC 40,31.666,U - Unité
2135,COLLIER COLSON 7.2X500,54.17,PAQUET
2136,MONCHON CPVC 40,0,
2137,COLIER A JOINT,4.17,U - Unité
2138,COFFRET POLYSTERE 300X400X160,166.67,U - Unité
2139,COFFRET POLYSTERE 200X300,116.667,U - Unité
2140,CABLE 4X4 mm² S2N,23.3333,M-Mètre
2141,CABLE 4X6 mm² S2N,31.6667,M-Mètre
2142,CABLE 4X2.5 mm² S2N,16.25,M-Mètre
2143,CABLE 4X1.5 mm² S2N,11.6667,M-Mètre
2144,CONTACTEUR 3P 09A 4KW LC1D09,155,U - Unité
2145,RELAIS THERMIQUE 0.54 - 0.8 A,170,U - Unité
2146,"RELAIS THERMIQUE 1 - 1,6 A",170,U - Unité
2147,"RELAIS THERMIQUE 2,5 - 4 A",180,U - Unité
2148,"RELAIS THERMIQUE 5,5 - 8 A",180,U - Unité
2149,RELAIS THERMIQUE 6 - 10 A,180,U - Unité
2150,RELAIS THERMIQUE 4 - 6 A,180,U - Unité
2151,FICHE 3 P+ N + T MALE,25,U - Unité
2152,FICHE 3 P + T MÂLE 20 A,19,U - Unité
2153,FICHE 3 P + T FEMELLE 20 A ,19,U - Unité
2154,FICHE MÂLE 2 P + T ,5,Unité
2155,PRESSE ETOUPE DE BAGUE D.09 15350 INES,1.25,U - Unité
2156,PRESSE ETOUPE Ø 16,2.25,Unité
2157,PRESSE ETOUPE Ø 13,1.8,U - Unité
2158,COLLIER COLSON 7.5X360 NOIR,0.5,U - Unité
2159,ARMATURE INDUSTRIELLE ,900,U - Unité
2160,PROJECTEUR + PANNEAU SOLAIRE 200 W,785,U - Unité
2161,ISO GRIS 13(isogris leger D.20 50M INES),1.4,M-Mètre
2162,scotch 19X33 EN BLISTER BOOST STAR REF BS1933,2.5,U - Unité
2163,JEUX DE 12 INTERCALAIRE CARTONNEE 21X31 SICLA,15.83,U - Unité
2164,AT MANGA BONE 60X60,112.499,U - Unité
2165,REDUCTION CPVC 40/25,16.67,U - Unité
2166,TE CPVC 25,8.33,Unité
2167,RACCORD CPVC 1/2. 20M,27.5,U - Unité
2168,MIXTE 1/2  3/4 M/F,8.33,U - Unité
2169,GRAVETTE 4/6,133.33,M3 - Métre Cube
2170,CITERNE 100L AVEC ACCESSOIRES,833.33,U - Unité
2171,CONTACTEUR LC1 D25 220V,305,U - Unité
2172,CONTACTEUR LC1 D32 220V,0,
2173,DISJ PH/N 10A,37.5,U - Unité
2174,DISJ 2 POLES 16A,47,U - Unité
2175,PRISE ETANCHE 2P+T INGELEC APPARENT ,17,U - Unité
2176,FICHE FEMELLE 3P+T+N 16A,25,U - Unité
2177,FICHE 3 P+ N + T MALE 32A,35.5,U - Unité
2178,COLLE GRIFY 30 KG,450,Kg - Kilogramme
2179,RLX PEINTURE ,50,U - Unité
2180,CAROSRI PEINTURE ,8.33,U - Unité
2181,DISJ 4 PÔLES 32A HAGER - 3 K A,175,U - Unité
2182,DISJ 4 PÔLES 25A HAGER,150,U - Unité
2183,Travaux Étanchéité 4ème Tranche,25,M-Mètre
2184,SAC DE COLLE AGAMIX,27.5,SAC 
2185,Tibage des canalisation et la pose des boites ,12000,ENS
2186,Tirage des fils électrique ,9000,ENS
2187,La pose des accessoires électrique ,9000,ENS
2188,La pose des tableaux électrique,5000,ENS
2189,"7% de 544560,00 Dhs",38119.2,ENS
2190,PAPIER COLLE 5cm (scotch peinture ),16.6667,U - Unité
2191,DISQUE BÉTON PETITE MEULEUSE ,25,U - Unité
2192,1 kg ANTI ROUILLE,25,U - Unité
2193,MINI ROULEAU ,3.33,U - Unité
2194,DISQUE BROSSE 75 mm,29.17,U - Unité
2195,RÉCÉPISSÉ DE PAIEMENT DU SEPTEMBRE / 2020,3440.47,M- MOIS
2196,CITERNE 1000 LITRE PLASTIC ,1391.67,U - Unité
2197,DISJ PH+N 16A 4.5KA MJN716 HAGER,39,U - Unité
2198,CABLE SOUPLE SV 10 mm²,10.5,M-Mètre
2199,GOULOTTE PERFOREE 25X30 INGELEC,12.5,M-Mètre
2200,PAIEMENT CADDY 16063-B-33,138909,ENS
2201,PAIEMENT AUDI 2621-B-33,75959.4,ENS
2202,TARAVAUX POMPE HAWARA,200,ENS
2203,TRAVAUX SUPPLÉMENT GUELMUM,239,ENS
2204,FILET 6X6 - 3X100,3.95,M2 - Métre Carré
2205,TONNER COULEUR A205,166.67,U - Unité
2206,VISSE DE SOULEVAGE 2.5 CM ET CHEVILLE,0.83,U - Unité
2207,PRODUIT MÉNAGE BUREAU ,137.47,ENS
2208,Intervention Fuite Guelmim+Panneau Sandwich Guérite Dar Al Hadika,2908,ENS
2209,01 ISOMUR 0.30/0.30 40X4000,165,M2 - Métre Carré
2210,CHEQ 785195,266099,ENS
2211,CHEQ 785189,257519,ENS
2212,COUDE BOITIER BARBI 1/2 16(COUDE 16*1/2 BOITIER A ASERTI BARBI),54.1666,U - Unité
2213,CABLE 1.5mm VERT-JAUNE,1.17,M-Mètre
2214,COMBINE 25A 4 POLE(disj 4P 25A 3KA MV425 hager),150,U - Unité
2215,LAMPE E14 LED BLANCHE,15,U - Unité
2216,HUBLOT ETANCHE INGELEC LINA BLANCHE OVALE,45.833,U - Unité
2217,CABLE 3X1.5mm² RO2V,8.33333,M-Mètre
2218,CABLE 3X2.5mm² RO2V,12.3333,M-Mètre
2219,POMPE LOMBARDINI 6590359,1875.25,U - Unité
2220,COFFRET POLYSTERE 200X300 MARQUE AKIS,125,U - Unité
2221,PEINTURE LAQUE BLEU MARSA JAFEP,33.33,Kg - Kilogramme
2222,TISSU ENDUIT,41.67,Kg - Kilogramme
2223,Prise Disjoncteur PH/N 2x16A menu de contact auxiliaire NF NO,320,U - Unité
2224,Disjoncteur Modulaire 4x40A + contact auxiliaire NF NO,391,U - Unité
2225,Relais a 8 Broche 220V,60,U - Unité
2226,Embase relais a broches (8 broches),28.5,U - Unité
2227,Disjoncteur PH/N 10A,38,U - Unité
2228,Disjoncteur PH/N 16A SCHNEIDER,38,U - Unité
2229,Disjoncteur 2x25A,125,Unité
2230,Disjoncteur 2x20A,135,U - Unité
2231,Disjoncteur compact 4x125A + contact auxiliaire NF NO,1400,U - Unité
2232,Disjoncteur 4x50A compact + contact auxiliaire NF NO,825,U - Unité
2233,Disjoncteur 2x16A + contact auxiliaire NF NO,292,U - Unité
2234,Disjoncteur 2x25A + contact auxiliaire NF NO,330,U - Unité
2235,Répartiteur 4x250A,425,U - Unité
2236,Coffret Métalbox 1000 x 800 x 230 Ingelec,940,U - Unité
2237,Coffret Hagger,0,
2238,Borne sur rail Ø 4mm²,4,U - Unité
2239,BORNE SUR RAIL 16MM²,9,U - Unité
2240,Borne sur rail Ø 35mm²,11.5,U - Unité
2241,BORNE SUR RAIL Ø 6MM²,4.5,U - Unité
2242,PEIGNE ,18,U - Unité
2243,BOUCHON PPR 25,3.75,Unité
2244,MANCHON PPR 25,3.33333,U - Unité
2245,COUDE 1/8 PPR 25,5,U - Unité
2246,CABLE SOUPLE 1X1.5mm²,2.3,M-Mètre
2247,DISJONCTEUR MOTEUR 0.63 - 1A + BLOC AUXILIAIRE ,340,U - Unité
2248,DISJONCTEUR MOTEUR 1 - 1.7A + BLOC AUXILIAIRE ,340,U - Unité
2249,BLOC AUXILIAIRE SUR CONTACTEUR 2P Contact Ouvert ,40,U - Unité
2250,BOUTON POUSSOIR MARCHE ,20,Unité
2251,CABLE SOUPLE S2N 4X2.5mm²,15.4,M-Mètre
2252,RELAIS A 8 BROCHE + EMBASE 8 BROCHE ,85.5,U - Unité
2253,VÊTEMENT DE PLUIE EN NYLON IRONA / PROSSA ,95.83,U - Unité
2254,POUTRELLE ENRO 14*20 B08 4.20ML,105,U - Unité
2255,POMPE A HUILE BP20,1500,U - Unité
2256,POUDREUSE MANUEL,1083.33,Heure
2257,POUTRELLE ENRO 14*20 B08 2.20ML,55,U - Unité
2258,POUTRELLE ENRO 14*20 B08 3.60ML,90,U - Unité
2259,POUTRELLE ENRO 14*20 B08 1.90ML,47.5,U - Unité
2260,POUTRELLE ENRO 14*20 B08 1.70ML,42.5,U - Unité
2261,POUTRELLE ENRO 14*20 B08 3.20ML,80,U - Unité
2262,POUTRELLE ENRO 14*20 B10 4.70ML,169.2,U - Unité
2263,POUTRELLE ENRO 14*20 B10 5.40ML,194.4,U - Unité
2264,DAVON 15,6,U - Unité
2265,POUTRELLE ENRO 18*20 B10 5.90ML,218.3,U - Unité
2266,DAVON 20,7,U - Unité
2267,SABLE LAVE (2446-B-33),3800,Voyage
2268,SABLE MORTIER (2446-B-33),2250,Voyage
2269,STICKERS BLEU PORT DU MASQUE 30CM,10.42,U - Unité
2270,AFFICHE PRÉVENTION A3,16.58,U - Unité
2271,STICKERS BLEU DÉSINFECTION DES MAINS 30CM,10.42,U - Unité
2272,BOTTE DE CHANTIER DUNLOP EN PVC VERT 40 A45 S/C,79.17,U - Unité
2273,BOTTE DUNLOP VERT EN PVC ,145.83,U - Unité
2274,VETEMENT DE PLUIE EN NYLON IRONA/PROSSA,95.83,U - Unité
2275,IRON RLV 70x25 Gris,75,M2 - Métre Carré
2276,VISIÈRE DE PROTECTION AMOVIBLE,13.25,U - Unité
2277,DURACID POLVERE 200GR LE SACHETS,18.75,U - Unité
2278,CABLE 4X16MM RO2V,101,M-Mètre
2279,CABLE SOUPLE 1X10MM VERRE JEUN,9.5,M-Mètre
2280,Travaux Moulin ait Brahim,6800, F-FORFAIT
2281,OSMOSEUR MURAL COPACT 50 GPD,1900,U - Unité
2282,COUDE INOX 3/4 M/F,35,U - Unité
2283,"COUDE INOX 1""P M/F",60,U - Unité
2284,CLAPET A ROSSORT GENEBRE 3/4,70,U - Unité
2285,RELAIS MULTI FONCTION 12-240V AC/DC RE17RMMW,200,U - Unité
2286,PEINTURE LAQUE BLEU MARSA CELLULOSIQUE,37.5,Kg - Kilogramme
2287,TOLE 15 NOIR,0,
2288,ROUX BROUETTE,0,
2289,FER A T 40 GALVA,0,
2290,PEINTURE CHO3A3,0,
2291,DISQUE,12.5,Unité
2292,Travaux Supplémentaires du carrelage 4ème tranche,4000,ENS
2293,RELAIS DE NIVEAU,260,Unité
2294,TAPIS SOUFFA,104.17,M2 - Métre Carré
2295,MOTEUR ELECTRIQUE 3CV-220V 2P/B3,1416.67,U - Unité
2296,FUT AGRAFE 10LT AVEC ACCESSOIRES,541.67,U - Unité
2297,CITERNE 300L AVEC ACCESSOIRES,3000,U - Unité
2298,AGRAFE 100L AVEC ACCESSOIRES ,1166.67,U - Unité
2299,BOUTEILLE VERT DE 2L AVEC CAPSULE MECANIQUE,41.67,U - Unité
2300,FUT AGRAFE 100L AVEC ACCESSOIRES ,1166.67,U - Unité
2301,FUT AGRAFE 30L AVEC ACCESSOIRES ,583.33,U - Unité
2302,CITERNE INOX 200L AVEC FOND INCURVE AVEC ACCESSOIRES,2916.67,U - Unité
2303,ASSURANCE MANITOU immatricule 1237474,1548.62,ANNEE
2304,JEU DE 8CLES PLATES DE 6X7 A 20X22 MM ELG - TOOLS - 102295,140.83,U - Unité
2305,JEU DE 9CLES MALES 6PANS A TETE SPHERIQUE COURTES SUR RATELIERS 1.5 A 10MM ELG,32.5,U - Unité
2306,BOITE A OUTILS VIDE EN PVC CLASSIQUE 320X165X136MM MANO REF CO-13,28.33,U - Unité
2307,LAVE GLACE 5L SUPER ROBOT,33.33,U - Unité
2308,BOITE A OUTIL VIDE EN PVC CLASSIQUE 535X291X280MM MANO REF CO-21,137.5,U - Unité
2309,PANNAUX 10,416.67,U - Unité
2310,SUPPORT 10CM,1.5,U - Unité
2311,SUPPORT 15 CM,2.08,U - Unité
2312,SUPPORT 20 CM,2.33,U - Unité
2313,TAGER 120X25,56.67,U - Unité
2314,SUPPORT ETAGER 25,10.83,U - Unité
2315,PANI 40X30,54.17,U - Unité
2316,TUBE ROND LAC 48*1.55*6000M,81.67,U - Unité
2317,TUBE RECTANGULAIRE 60/40  1.2,100,U - Unité
2318,TUBE RECTANGULAIRE 70/40  1.2,112.5,U - Unité
2319,TOLES NOIR 2000*1000*1.35,169.17,U - Unité
2320,DISQUE A30R-180*6.0*22.23.T27 NOR EXPERT,11.53,Heure
2321,RACLETTE LAE SOL 75 CM PROFESSIONELLE,95.83,U - Unité
2322,MANCHE ALUM 140CM,57.5,U - Unité
2323,JEU DE 10 MASQUES DE PROTECTION JETABLES EARLOOP AVEC PINCE NEZ,10.75,U - Unité
2324,100 GOBELET TRANSPARENT ELITE 200CC,12.5,PAQUET
2325,NETTOYEUR HAUTE PRESSION 130 BAR 360L/H ,1125,U - Unité
2326,PRISE PROGRAMMABLE 24H/2P+T,165.83,U - Unité
2327,RACCORD 3/4 8608 CLABER,24.17,U - Unité
2328,RACCORD 3/4 STOP 8604 CLABER,32.5,U - Unité
2329,SET DE BASE 19MM 8827,101.67,U - Unité
2330,RACCORD RÉPARATEUR 8620 CLABER,20.83,Heure
2331,Trappe en fonte ductile de classe D 400,0,
2332,Trappe en fonte ductile de classe F 900,0,
2333,Regard de visite 500 x 500 x 500 mm avec trappe en fonte de classe D400,0,
2334,Trappe en fonte D400 de 500 x 500,0,
2335,FILTRE A HUILE BVA,170,Heure
2336,RESIPOX RAL 5015,54,Kg - Kilogramme
2337,SILICE M32,3,Kg - Kilogramme
2338,LA FARINE,4.5,Kg - Kilogramme
2339,COLLIER GALVANISE 1*,3.67,U - Unité
2340,SCOTCHE EMBALLAGE TRANSPARENT,11,Rlx - Rouleau
2341,VANNE D-ARROSAGE 1/2X3/4 SANILI,27.5,U - Unité
2342,CAISSE MONNAIE 180*,90.83,U - Unité
2343,"vase (balon) d'exposition 200L",2166.67,U - Unité
2344,pressostat Schneider,1083.33,U - Unité
2345,ppr 40,35,M-Mètre
2346,Te ppr 40,29.1667,Unité
2347,manchon ppr 40,8.33333,Unité
2348,colies a joint PVC 40,5.8333,U - Unité
2349,vanne ppr 40,250,Unité
2350,"raccords 1""1/4 40M ",100,U - Unité
2351,"raccords 1""1/4 40F",115,U - Unité
2352,Te ppr 40 3/4,29.166,U - Unité
2353,réduction 50/40 ,2.92,Unité
2354,ppr 50,50,M-Mètre
2355,Te 50,29.17,U - Unité
2356,bouchon 50(BOUCHON PPR 50 BLEU COPRAX),25,U - Unité
2357,colies à joint 50,5.83333,Unité
2358,réduction 50/32,20.83,U - Unité
2359,vanne ppr 32,166.667,Unité
2360,coude ppr 1/4 32,12.5,U - Unité
2361,coude ppr 1/8 32,12.5,U - Unité
2362,manchon ppr 32,8.33333,Unité
2363,colies à joint 32,5,U - Unité
2364,"raccords 1""p 32 F",48.33,U - Unité
2365,"raccords union ppr 32/ 1""",100,Unité
2366,"coude F/F 1"" 1/4 ",31.667,U - Unité
2367,"coude F/F 1""p",31.67,U - Unité
2368,"réduction 1""p 1"" 1/4",23.33,U - Unité
2369,"réduction 1""1/2 1""1/4",25,U - Unité
2370,"manchon 1""1/4 ",29.17,U - Unité
2371,"mamelon 1""1/4",29.166,U - Unité
2372,"mamelon 1""p",29.166,U - Unité
2373,"manchon 1""p (manchon cuivre 1/2 GM)",20.83,U - Unité
2374,"raccods union 1""1/4 M/F",129.167,U - Unité
2375,"raccords union 1""p M/F",66.667,U - Unité
2376,"clapet 1""1/4",79.17,U - Unité
2377,réduction 1/4 1/2 inox,12.5,Unité
2378,mamelon 1/2 inox,8.33,U - Unité
2379,réduction 1/2 3/4 cuivre,7.5,Unité
2380,mipro 2M (RAIL SUSPONSION),25,U - Unité
2381,bolon et cro 8/30,1.25,U - Unité
2382,"réduction 1""p 3/4",15,U - Unité
2383,"raccords PE 32 1""p M",20.83,U - Unité
2384,raccords PE 25 3/4 M,16.67,U - Unité
2385,"coude PE 40 1""1/4 M",25,U - Unité
2386,"raccords PE 40 1""1/4 M",25,U - Unité
2387,réduction 50/25,29.17,U - Unité
2388,colies à joint PPR 25 ,3.3333,U - Unité
2389,manchon 3/4 cuivre ,12.5,U - Unité
2390,PE 32 16 bar,8.33,M-Mètre
2391,baguette inox,2.5,U - Unité
2392,visse 6/25 + écrou ,0.83,U - Unité
2393,bouchon tube carré 40,4.17,U - Unité
2394,visse 8/30 + écrou ,0.83,U - Unité
2395,clé sipo,50,U - Unité
2396,clé sipo granage ,50,U - Unité
2397,clé molette 250,50,U - Unité
2398,clé molette 300 ,66.67,U - Unité
2399,pince universelle IR ,83.33,U - Unité
2400,pince coupon ER,41.67,U - Unité
2401,tourne visse BL IR,16.67,U - Unité
2402,tourne visse REGON ,12.5,U - Unité
2403,clé pipe 7-10,8.33,U - Unité
2404,cle pipe 12-13,11.67,U - Unité
2405,clé pipe 14-15,13.33,U - Unité
2406,clé pipe 16-17,15,U - Unité
2407,clé pipe 18-19,16.67,U - Unité
2408,clé pipe 20-24,20.83,U - Unité
2409,clé plat crino 6,8.33,U - Unité
2410,clé plat crino 19,15,U - Unité
2411,clé plat crino 20/22,16.67,U - Unité
2412,barrière de sécurité ,416.67,U - Unité
2413,panneau de prudence ,70.83,U - Unité
2414,"mamelon EE 1""p",16.666,U - Unité
